COUNTRY,SERIES_CODE,INDICATOR,SCALE,UNIT,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Available_Year_Count,Missing_Year_Count,Missing_Year_Percentage,Historical_Average,Historical_Median,Historical_Minimum,Historical_Maximum,Historical_Standard_Deviation,Historical_Range,First_Year_Value,Latest_Year_Value,First_Year,Latest_Year,Absolute_Change,Percentage_Change,Previous_Year_Value,Latest_Year_Change,Latest_Year_Change_Percentage,CAGR_Percentage,Trend_Slope,Trend_Direction,Latest_Value_Status,Latest_Value_Log,Historical_Average_Log,Country_ID,Country_Record_Count,Indicator_ID,Indicator_Record_Count,Unit_ID,Unit_Record_Count,Scale_ID,Country_Indicator_Record_Count,Latest_Value_Outlier_Flag,Historical_Average_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
Austria,AUT.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",Units,Percent,-4.362,1.009,0.391,-0.267,-0.232,0.211,-0.217,-0.182,0.187,0.703,0.035,-0.387,-0.535,-1.475,-2.876,-2.854,-2.559,-1.863,-2.27,-0.71,-0.8,2.118,1.557,2.092,2.274,3.318,3.826,4.52,2.613,2.873,1.641,1.492,1.748,2.397,1.577,2.574,1.264,0.846,2.376,3.367,1.735,-1.294,1.606,1.527,1.034,45,0,0.0,0.6672888888888889,1.009,-4.362,4.52,1.9464162829324683,8.882,-4.362,1.034,1981,2025,5.396,123.70472260430994,1.527,-0.4929999999999999,-32.28552717747216,,0.07907338603425589,Increasing,Positive,0.7100042976263682,0.5111988874277751,10,44,4,196,3,3211,2,1,0,0,1,84,1.1627906976744187
United States,USA.GGXWDN.A,"Net debt, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,3645.179,4008.2,4446.773,5787.73,5991.332,6131.966,6375.344,7344.517,8768.65,10078.566,11470.869,12663.847,13301.897,14030.086,14629.586,15228.237,15529.629,16494.402,17567.308,20506.411,22583.064,23789.746,26135.438,28029.068,29750.644,45,0,0.0,7656.958588888887,4446.773,10.478,29750.644,9013.412199720113,29740.166,12.017,29750.644,1981,2025,29738.627,247471.3073146376,28029.068,1721.576000000001,6.142109327359728,19.434433099699213,631.418967523056,Increasing,Positive,10.300639669951172,8.943500724460447,187,44,30,89,0,2134,0,1,1,1,0,85,0.0
United States,USA.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1981,2025,0.0,0.0,1.0,0.0,0.0,0.0,2.9745165908719406e-19,Increasing,Positive,0.6931471805599453,0.6931471805599453,187,44,38,197,2,1142,2,1,0,0,0,85,0.0
United Kingdom,GBR.BCA.A,"Current account balance (credit less debit), US dollar",Billions,US dollar,9.963,4.106,2.174,-1.434,-0.328,-4.823,-10.818,-32.544,-38.439,-33.86,-13.604,-16.559,-12.155,-2.323,-5.12,-3.753,-2.62,-5.042,-36.209,-31.019,-29.511,-35.666,-37.721,-56.256,-50.853,-84.537,-115.316,-114.331,-74.444,-68.835,-43.643,-84.775,-126.348,-148.66,-140.901,-142.501,-91.292,-107.988,-71.345,-74.156,-24.158,-61.17,-122.174,-110.057,-125.15,45,0,0.0,-52.80433333333334,-37.721,-148.66,9.963,47.54675019962411,158.623,9.963,-125.15,1981,2025,-135.113,-1356.1477466626518,-110.057,-15.093000000000004,-13.71380284761533,,-2.898273649538861,Decreasing,Negative,,,186,44,5,196,4,590,0,1,0,0,3,82,3.488372093023256
United Kingdom,GBR.GGXWDN.A,"Net debt, General government, Domestic currency",Billions,Domestic currency,127.919,140.165,149.001,162.224,176.601,185.36,191.935,193.561,180.481,175.321,178.059,195.262,239.316,293.758,342.545,393.422,383.959,382.537,386.709,349.544,350.081,373.127,414.761,474.856,518.699,554.641,588.185,717.477,901.763,1106.161,1217.107,1302.933,1373.013,1469.536,1520.628,1569.941,1608.267,1647.992,1692.736,1958.938,2094.611,2269.015,2488.615,2672.247,2849.729,45,0,0.0,856.9497333333335,414.761,127.919,2849.729,789.4564644134596,2721.81,127.919,2849.729,1981,2025,2721.81,2127.760535964165,2672.247,177.48199999999997,6.641676461794137,7.308314924474613,55.029373122529634,Increasing,Positive,7.955330030027831,6.754545511913158,186,44,30,89,0,2134,0,1,1,1,0,85,0.0
United Kingdom,GBR.GGX.A,"Expenditure, General government, Domestic currency",Billions,Domestic currency,120.114,130.607,140.959,152.256,163.485,171.12,181.153,190.484,207.34,234.842,253.13,276.223,290.769,303.886,320.359,324.814,332.429,343.556,353.134,372.936,396.683,427.703,467.201,502.438,536.785,564.428,595.602,650.725,688.909,718.655,723.261,746.098,743.996,765.509,772.874,787.855,814.529,835.248,863.447,1047.548,1042.964,1116.147,1216.331,1262.705,1325.736,45,0,0.0,543.9327333333333,467.201,120.114,1325.736,336.9321079658873,1205.622,120.114,1325.736,1981,2025,1205.622,1003.7314551176383,1262.705,63.031000000000176,4.991743914849485,5.609124261966292,24.876463109354408,Increasing,Positive,7.190477069551332,6.30066236196929,186,44,7,197,0,2134,0,1,1,1,0,85,0.0
United Kingdom,GBR.NGDPRPC.A,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Units,Domestic currency,20133.131,20557.3,21408.339,21852.453,22689.819,23342.972,24564.344,25845.14,26396.692,26471.959,26008.513,26014.118,26546.107,27383.412,27963.395,28626.04,29945.759,30832.766,31627.582,32945.131,33603.319,34031.954,34967.654,35594.195,36307.103,36849.639,37625.336,37299.56,35338.687,35850.207,35855.511,36160.067,36536.593,37410.653,37936.639,38466.985,39414.847,39831.264,40125.248,36032.934,38972.289,40580.578,40162.333,40156.912,40567.718,45,0,0.0,32374.071044444452,34967.654,20133.131,40580.578,6390.9233535389585,20447.447,20133.131,40567.718,1981,2025,20434.587,101.49731306074547,40156.912,410.80600000000413,1.0230019678804092,1.6050304738743693,469.86861699604714,Increasing,Positive,10.610752555996998,10.385143993422426,186,44,15,196,0,2134,2,1,1,1,0,85,0.0
United States,USA.GGXWDG_NGDP.A,"Gross debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,53.485,55.859,58.956,66.438,65.777,64.531,64.948,73.844,87.071,95.651,100.027,103.667,105.015,104.942,105.442,107.405,106.403,107.653,108.785,132.552,125.048,119.145,119.963,122.27,123.886,45,0,0.0,58.96467777777778,58.956,10.478,132.552,44.82827737108114,122.074,12.017,123.886,1981,2025,111.869,930.9228592826829,122.27,1.6159999999999997,1.321665167252801,5.445455569020985,3.255183465085641,Increasing,Positive,4.827401321177278,4.093755685164332,187,44,13,193,3,3211,2,1,0,0,0,85,0.0
United Kingdom,GBR.GGX_NGDP.A,"Expenditure, General government, Percent of GDP",Units,Percent,41.34,40.813,40.057,40.215,39.351,38.234,36.373,34.181,33.627,34.896,35.749,37.673,37.645,37.354,37.472,35.553,34.681,34.26,33.737,33.757,34.478,35.802,37.006,37.859,38.253,38.187,38.383,40.614,44.178,44.476,43.31,43.335,41.586,40.826,40.086,39.299,38.838,38.463,38.325,49.303,44.904,43.246,44.195,43.682,43.644,45,0,0.0,39.094355555555566,38.383,33.627,49.303,3.6643293765432685,15.675999999999995,41.34,43.644,1981,2025,2.303999999999995,5.573294629898391,43.682,-0.03800000000000381,-0.08699235382996155,0.12333795681787052,0.15605164690382076,Increasing,Positive,3.7987199197934682,3.6912355651919375,186,44,8,197,3,3211,2,1,0,0,0,85,0.0
United Kingdom,GBR.GGXWDG.A,"Gross debt, General government, Domestic currency",Billions,Domestic currency,129.784,137.419,146.921,159.526,171.18,184.342,195.158,206.017,199.959,191.04,201.041,242.85,292.236,330.187,371.852,397.798,420.757,419.066,421.574,414.826,400.663,422.18,462.61,526.43,573.493,619.114,666.88,809.985,1005.405,1220.252,1353.765,1447.791,1519.787,1622.146,1683.93,1749.168,1806.064,1858.505,1913.591,2226.431,2402.71,2516.697,2721.043,2887.802,3107.953,45,0,0.0,950.176177777778,462.61,129.784,3107.953,875.4284896321368,2978.169,129.784,3107.953,1981,2025,2978.169,2294.711982987117,2887.802,220.15099999999984,7.623479726103099,7.4847042035427025,61.37980474308298,Increasing,Positive,8.042041292543392,6.857699300674581,186,44,12,194,0,2134,0,1,1,1,0,85,0.0
United Kingdom,GBR.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,0.504,0.513,0.521,0.529,0.541,0.554,0.57,0.585,0.608,0.636,0.656,0.662,0.667,0.665,0.668,0.683,0.672,0.673,0.673,0.665,0.661,0.665,0.667,0.668,0.666,0.666,0.661,0.67,0.679,0.68,0.683,0.681,0.684,0.683,0.681,0.686,0.685,0.688,0.67,0.653,0.645,0.636,0.652,0.662,0.667,45,0,0.0,0.6440888888888888,0.666,0.504,0.688,0.05252091454503117,0.18399999999999994,0.504,0.667,1981,2025,0.16300000000000003,32.34126984126985,0.662,0.0050000000000000044,0.7552870090634447,0.6388816932216601,0.0027318840579710255,Increasing,Positive,0.511025603768657,0.4971863638395378,186,44,38,197,2,1142,2,1,0,0,0,85,0.0
United States,USA.LE.A,"Employed persons, Persons for countries / Index for country groups",Millions,Not Specified,100.4,99.529,100.822,105.003,107.154,109.601,112.439,114.974,117.327,118.796,117.713,118.488,120.259,123.071,124.908,126.72,129.572,131.476,133.501,136.901,136.939,136.481,137.729,139.24,141.71,144.418,146.05,145.373,139.894,139.077,139.885,142.475,143.941,146.319,148.845,151.436,153.335,155.763,157.537,147.813,152.582,158.294,161.041,161.348,163.578,45,0,0.0,134.21682222222228,137.729,99.529,163.578,17.97444438044911,64.049,100.4,163.578,1981,2025,63.178,62.92629482071712,161.348,2.2299999999999898,1.382105758980582,1.1155576649703791,1.3370392621870868,Increasing,Positive,5.103384621958876,4.9068795805893295,187,44,6,41,2,1142,1,1,0,0,0,85,0.0
Belgium,BEL.LE.A,"Employed persons, Persons for countries / Index for country groups",Millions,Not Specified,3.736,3.687,3.64,3.637,3.655,3.679,3.707,3.779,3.837,3.879,3.891,3.885,3.86,3.845,3.928,3.939,3.967,4.037,4.092,4.173,4.231,4.243,4.241,4.284,4.346,4.397,4.471,4.549,4.544,4.576,4.632,4.643,4.632,4.649,4.687,4.746,4.816,4.886,4.963,4.956,5.038,5.134,5.171,5.185,5.204,45,0,0.0,4.312822222222223,4.243,3.637,5.204,0.49460582509936357,1.5669999999999997,3.736,5.204,1981,2025,1.4679999999999995,39.293361884368295,5.185,0.019000000000000128,0.36644165863066785,0.7560529381515302,0.037223715415019745,Increasing,Positive,1.8251942453142924,1.6701231860059516,17,44,6,41,2,1142,1,1,0,0,0,85,0.0
Belgium,BEL.NGDP.A,"Gross domestic product (GDP), Current prices, Domestic currency",Billions,Domestic currency,93.706,101.4,107.425,116.061,123.437,129.202,134.41,143.811,155.939,165.353,173.229,181.904,187.347,197.443,210.49,214.288,224.101,232.624,242.308,256.376,264.335,273.255,281.201,296.82,310.037,325.151,343.619,351.743,347.735,363.242,378.747,387.936,394.617,404.959,415.538,428.467,443.408,459.492,479.446,463.75,506.047,561.309,602.376,620.272,641.893,45,0,0.0,305.2499777777778,281.201,93.706,641.893,150.09004422747046,548.187,93.706,641.893,1981,2025,548.187,585.0073634559153,620.272,21.62099999999998,3.485728841540482,4.470355758680644,11.224165217391297,Increasing,Positive,6.465978302925353,5.724401689296576,17,44,18,197,0,2134,0,1,0,0,0,85,0.0
Austria,AUT.PCPIEPCH.A,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",Units,Percent,6.407,4.726,3.785,5.049,2.804,1.104,1.642,1.866,2.479,3.13,2.73,3.741,3.096,2.388,0.555,2.343,0.981,0.495,1.668,1.827,1.776,1.673,1.345,2.514,1.533,1.627,3.466,1.468,1.053,2.178,3.395,2.916,1.975,0.814,1.072,1.584,2.332,1.709,1.836,1.01,3.786,10.54,5.651,2.141,3.797,45,0,0.0,2.5779333333333327,2.141,0.495,10.54,1.794363857902141,10.045,6.407,3.797,1981,2025,-2.61,-40.73669424067426,2.141,1.6560000000000001,77.34703409621673,-1.1820039331806975,-1.673254282063493e-05,Decreasing,Positive,1.567990722519927,1.2747853525298605,10,44,1,196,3,3211,2,1,0,0,0,85,0.0
Belgium,BEL.NGDP_RPCH.A,"Gross domestic product (GDP), Constant prices, Percent change",Units,Percent,-0.279,0.595,0.312,2.466,1.652,1.823,2.307,4.723,3.469,3.137,1.833,1.531,-0.962,3.227,2.385,1.321,3.793,1.962,3.543,3.717,1.1,1.707,1.038,3.571,2.322,2.553,3.677,0.447,-1.906,2.71,1.931,0.216,0.306,1.766,1.474,1.193,1.475,1.878,2.443,-4.793,6.254,3.956,1.714,1.071,0.972,45,0,0.0,1.8139999999999996,1.823,-4.793,6.254,1.8012011270260742,11.047,-0.279,0.972,1981,2025,1.251,448.3870967741935,1.071,-0.09899999999999998,-9.243697478991594,,-0.010530039525691866,Decreasing,Positive,0.6790482561804436,1.034606958692197,17,44,17,197,3,3211,2,1,0,0,1,84,1.1627906976744187
Austria,AUT.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",Units,Percent,6.807,5.441,3.335,5.665,3.19,1.737,1.408,1.868,2.249,2.86,3.116,3.426,3.234,2.711,1.611,1.695,1.154,0.828,0.516,1.957,2.292,1.688,1.305,1.962,2.098,1.689,2.204,3.226,0.4,1.692,3.546,2.568,2.118,1.463,0.812,0.972,2.234,2.118,1.497,1.389,2.765,8.621,7.709,2.92,3.576,45,0,0.0,2.6149333333333327,2.118,0.4,8.621,1.7654661681576032,8.221,6.807,3.576,1981,2025,-3.2310000000000003,-47.46584398413398,2.92,0.6560000000000001,22.46575342465754,-1.4523202249778655,-0.006120421607379186,Decreasing,Positive,1.520825254077497,1.2850734137624853,10,44,3,197,3,3211,2,1,0,0,0,85,0.0
Belgium,BEL.TMG_RPCH.A,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",Units,Percent,-3.189,2.32,-1.248,6.732,1.0,4.841,6.232,9.715,8.711,6.227,2.148,4.585,0.5,8.0,8.4,4.221,8.908,5.561,2.681,12.157,1.409,7.384,0.347,6.026,4.28,5.033,5.171,-2.892,-12.159,6.438,4.508,-1.121,0.805,2.595,-0.363,5.032,-1.107,0.128,-3.064,-7.826,14.594,3.942,-4.539,-8.249,-0.193,45,0,0.0,2.7706888888888903,3.942,-12.159,14.594,5.302855572160336,26.753,-3.189,-0.193,1981,2025,2.996,93.94794606459705,-8.249,8.056000000000001,97.6603224633289,,-0.13351976284584882,Decreasing,Negative,,1.3272577139152288,17,44,29,177,3,3211,2,1,0,0,2,83,2.3255813953488373
Belgium,BEL.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,0.747,0.756,0.769,0.782,0.793,0.799,0.793,0.783,0.789,0.782,0.779,0.787,0.8,0.799,0.815,0.804,0.797,0.802,0.796,0.794,0.792,0.792,0.791,0.785,0.777,0.771,0.765,0.765,0.767,0.77,0.772,0.775,0.772,0.766,0.767,0.774,0.776,0.766,0.736,0.716,0.706,0.703,0.715,0.711,0.709,45,0,0.0,0.7712222222222225,0.776,0.703,0.815,0.02877253179437964,0.11199999999999999,0.747,0.709,1981,2025,-0.038000000000000034,-5.087014725568947,0.711,-0.0020000000000000018,-0.2812939521800284,-0.11858794385946059,-0.0014281949934123763,Decreasing,Positive,0.5359084041334538,0.5716698293152903,17,44,38,197,2,1142,2,1,0,0,0,85,0.0
Denmark,DNK.GGR_NGDP.A,"Revenue, General government, Percent of GDP",Units,Percent,49.235,47.885,50.741,51.255,53.118,53.1,54.694,55.147,53.99,53.278,52.334,53.829,55.741,55.637,55.241,55.807,54.958,55.319,55.73,54.661,54.122,53.349,53.641,55.025,56.257,54.997,54.763,53.745,53.583,53.995,54.525,54.703,54.636,56.53,53.523,52.654,52.29,51.565,54.09,53.702,53.784,48.478,50.828,51.788,50.5,45,0,0.0,53.52828888888888,53.829,47.885,56.53,2.002226880957371,8.645000000000003,49.235,50.5,1981,2025,1.2650000000000006,2.5693104498832144,51.788,-1.2879999999999967,-2.4870626399938147,0.057672495968796866,-0.002798023715414499,Decreasing,Positive,3.9415818076696905,3.9987196291844698,46,44,40,197,3,3211,2,1,0,0,0,85,0.0
Austria,AUT.GGXWDN.A,"Net debt, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,82.308,93.415,94.407,100.243,101.621,113.345,128.745,134.806,140.341,146.372,165.155,181.077,188.92,195.043,198.026,199.216,202.554,204.157,206.24,195.52,190.655,226.04,244.411,260.83,281.22,300.88,323.017,45,0,0.0,114.2525,101.621,10.478,323.017,97.08839684493948,312.539,12.017,323.017,1981,2025,311.0,2588.0003328617795,300.88,22.137,7.3574182398298325,7.767306891180148,7.105708827404476,Increasing,Positive,5.780795983551675,4.74712537361546,10,44,30,89,0,2134,0,1,0,0,0,85,0.0
Denmark,DNK.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",Units,Percent,-3.051,-3.76,-2.29,-2.919,-4.431,-5.117,-2.749,-1.16,-0.995,0.992,1.425,2.745,3.376,2.044,1.003,1.648,1.315,-0.149,2.53,1.991,3.644,2.997,3.925,4.035,4.052,3.18,1.292,2.865,3.586,6.415,6.346,6.064,7.368,8.402,7.957,7.088,7.323,6.307,7.446,7.226,8.548,11.163,11.005,12.193,12.507,45,0,0.0,3.4529333333333336,3.18,-5.117,12.507,4.480144591822497,17.624,-3.051,12.507,1981,2025,15.558,509.93117010816127,12.193,0.31400000000000006,2.575248093168212,,0.32239973649538833,Increasing,Positive,2.6032080695786273,1.4935630550470187,46,44,4,196,3,3211,2,1,0,0,1,84,1.1627906976744187
Belgium,BEL.TXG_RPCH.A,"Exports of goods, Volume, Free on board (FOB), Percent change",Units,Percent,1.679,3.023,2.362,7.516,0.3,2.382,3.9,9.739,7.832,4.744,2.288,4.262,11.5,8.3,8.9,3.717,9.994,4.759,4.486,11.807,2.134,7.974,0.112,6.785,3.686,3.73,3.011,-2.768,-11.371,7.313,3.691,-1.766,1.552,0.98,0.018,2.634,0.416,0.13,-1.311,-7.777,13.701,2.933,-6.404,-4.714,-0.627,45,0,0.0,3.0567111111111105,3.011,-11.371,13.701,5.097775132448478,25.072000000000003,1.679,-0.627,1981,2025,-2.306,-137.34365693865396,-4.714,4.087000000000001,86.69919389053882,,-0.16203069828721944,Decreasing,Negative,,1.400372574173803,17,44,10,177,3,3211,2,1,0,0,2,83,2.3255813953488373
Austria,AUT.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,-3.373,-3.044,-2.584,-2.962,-2.148,-4.567,-5.041,-6.174,-4.381,-2.384,-2.683,-2.628,-2.075,-0.712,-1.426,-1.839,-4.941,-2.588,-2.609,-1.56,-1.572,-5.381,-4.465,-2.482,-2.177,-1.993,-1.923,-0.476,-1.451,-0.776,0.195,0.536,-8.204,-5.693,-3.41,-2.59,-4.677,-4.519,45,0,0.0,-0.632166666666667,-2.384,-8.204,13.396,5.651158758890234,21.6,12.017,-4.519,1981,2025,-16.536,-137.60505949904305,-4.677,0.15799999999999947,3.378233910626459,,-0.2513413043478265,Decreasing,Negative,,,10,44,33,197,3,3211,2,1,0,0,3,82,3.488372093023256
Denmark,DNK.GGSB.A,"Structural balance, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,-9.418,-3.507,0.792,1.426,6.588,-28.574,-24.431,-36.016,-38.758,-54.123,-26.62,-14.447,-3.308,-2.437,-14.638,-2.809,29.44,28.814,8.402,29.536,18.259,23.248,11.49,-22.169,-29.433,-13.151,-7.879,-17.487,18.977,16.621,-8.287,3.944,6.769,20.711,21.748,-11.122,58.76,67.302,70.883,26.323,45,0,0.0,3.5073888888888893,3.944,-54.123,70.883,25.922368497305584,125.006,12.017,26.323,1981,2025,14.306000000000001,119.04801531164186,70.883,-44.559999999999995,-62.8641564267878,1.798066674748422,0.8055294466403035,Increasing,Positive,3.3077288383372,1.5057180255172782,46,44,41,87,0,2134,0,1,0,0,0,85,0.0
Austria,AUT.PPPGDP.A,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,Not Specified,100.56,108.811,116.243,120.838,127.456,133.065,138.654,144.923,156.46,169.369,181.124,189.13,194.633,203.564,213.377,222.495,231.188,241.952,254.607,268.679,278.347,286.868,295.871,311.621,328.85,350.074,373.133,385.848,374.305,385.707,405.19,415.327,421.337,431.916,441.606,455.241,473.924,500.696,535.947,521.842,569.375,642.383,660.914,672.857,696.205,45,0,0.0,327.38915555555553,295.871,100.56,696.205,168.35640674959282,595.645,100.56,696.205,1981,2025,595.645,592.3279634049323,672.857,23.34800000000007,3.469979505303515,4.495598349821162,12.5478724637681,Increasing,Positive,6.547079485163467,5.794199354973214,10,44,22,197,2,1142,0,1,0,0,0,85,0.0
Austria,AUT.LUR.A,Unemployment rate,Units,Not Specified,2.2,3.1,3.7,3.8,3.6,3.1,3.8,2.676,2.348,2.723,3.151,3.29,3.958,3.85,4.242,4.717,4.758,4.708,4.142,3.883,4.008,4.392,4.792,5.875,6.025,5.6,5.192,4.417,5.692,5.192,4.875,5.242,5.35,6.033,6.158,6.475,5.95,5.225,4.817,5.475,6.167,4.733,5.1,5.175,5.692,45,0,0.0,4.564399999999999,4.733,2.2,6.475,1.1141106604087243,4.2749999999999995,2.2,5.692,1981,2025,3.492,158.72727272727272,5.175,0.5170000000000003,9.990338164251215,2.183971376311167,0.06937140974967075,Increasing,Positive,1.9009127831245776,1.7163891622032783,10,44,43,118,2,1142,2,1,0,0,0,85,0.0
Austria,AUT.GGR_NGDP.A,"Revenue, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,44.458,43.495,44.242,44.895,47.124,49.74,49.275,49.954,51.554,50.155,51.667,47.871,48.865,51.103,50.186,49.924,49.375,49.084,48.312,48.159,48.833,49.217,48.892,48.859,49.577,50.435,50.473,50.739,49.188,49.045,49.388,49.61,49.108,50.333,49.555,49.618,50.51,50.664,45,0,0.0,43.24025555555556,49.188,10.478,51.667,13.781026846316237,41.189,12.017,50.664,1981,2025,38.647000000000006,321.6027294665891,50.51,0.15400000000000347,0.3048901207681716,3.3242711180988094,0.7072477602108042,Increasing,Positive,3.9447612140159194,3.7896351337696275,10,44,40,197,3,3211,2,1,0,0,0,85,0.0
Belgium,BEL.LUR.A,Unemployment rate,Units,Not Specified,10.0,11.5,10.742,10.825,10.117,10.05,9.808,8.833,7.367,6.558,6.45,7.092,8.625,9.75,9.683,9.55,9.217,9.342,8.425,6.858,6.567,7.525,8.175,8.383,8.475,8.267,7.492,6.967,7.992,8.392,7.225,7.642,8.558,8.65,8.658,7.833,7.1,5.967,5.375,5.558,6.283,5.558,5.533,5.725,6.208,45,0,0.0,8.020000000000005,8.175,5.375,11.5,1.5874317594495488,6.125,10.0,6.208,1981,2025,-3.792,-37.92,5.725,0.48300000000000054,8.436681222707433,-1.0776654680484055,-0.08870131752305654,Decreasing,Positive,1.9751915203060368,2.1994443340745327,17,44,43,118,2,1142,2,1,0,0,0,85,0.0
Austria,AUT.NGDPD.A,"Gross domestic product (GDP), Current prices, US dollar",Billions,US dollar,69.738,69.727,70.644,66.64,68.248,96.842,121.104,132.86,132.534,165.953,173.481,194.436,189.342,202.854,239.914,236.044,211.978,217.363,216.637,196.268,196.479,212.687,260.714,299.075,314.126,333.924,386.806,429.187,398.857,390.146,428.879,407.008,426.587,438.669,379.584,393.579,414.78,452.787,443.033,434.05,480.786,473.594,516.82,534.63,579.928,45,0,0.0,291.0960444444444,260.714,66.64,579.928,147.6516705588398,513.288,69.738,579.928,1981,2025,510.19,731.5810605408816,534.63,45.298,8.472775564409032,4.931751599228673,10.9640512516469,Increasing,Positive,6.364626824904162,5.6770826675164665,10,44,23,197,4,590,0,1,0,0,0,85,0.0
